Key,Virtual Compound Preferred Name,EUbOPEN Compound ID,Compound SMILES,Compound InChi Key,Protein Family,Target ID,NCBI Gene ID,UniProt ID,Synonyms,Mode of Action,Negative Control (In Case of Probe),Affinity Biochemical (nM),Affinity Biochemical Definition,Affinity Biochemical Assay Type,Affinity Biochemical Source Knowledge,Affinity Biochemical Relation,Affinity On-target Cellular (nM),Affinity On-target Cellular Definition,Affinity On-target Cellular Assay Type,Affinity on-target cellular Source Knowledge,Affinity On-target Cellular Relation,Selectivity Number of Off-targets,Selectivity Platform,Selectivity Platform Number of Targets,Selectivity Remarks,Selectivity Source Knowledge,CG-Set,Recommended Concentration,,,,,,,EUB0000366a
EUB0002902a_AAK1,BMS-986176 ,EUB0002902a,CC(C)C[C@@](N)(C)COC1=C(C(F)F)N=C(C2=CC(C(F)F)=NC=C2)C=C1,RKAHOQATMSONTM-IBGZPJMESA-N,Protein Kinase,AAK1,22848,Q2M2I8,"KIAA1048, DKFZp686K16132",Inhibitor,,2,IC50,Caliper assay (using 22 µM ATP),https://pubmed.ncbi.nlm.nih.gov/35257579/,=,2,IC50,Western Blot assay (inhibition of AAK1 phosphorylation using HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35257579/,=,4,Kinase panel (literature),396,"Screened at 1 µM, closest targets in the screen: BIKE, CRIK, MNK1, MNK2, % of inhibition not given in paper, https://pubmed.ncbi.nlm.nih.gov/35257579/;
Screened against panel of 249 kinases (literature), in-vitro potency of closest targets:
In-vitro potency (enzymatic assay): IC50(BIKE) = 1900 nM, https://pubmed.ncbi.nlm.nih.gov/35257579/;
In-vitro potency (enzymatic assay): IC50(GAK) = 800 nM, https://pubmed.ncbi.nlm.nih.gov/35257579/;
In-vitro potency (enzymatic assay): IC50(CRIK) = 410 nM, https://pubmed.ncbi.nlm.nih.gov/35257579/;
In-vitro potency (enzymatic assay): IC50(LATS2) = 660 nM, https://pubmed.ncbi.nlm.nih.gov/35257579/;
In-vitro potency (enzymatic assay): IC50(MKN1) = 160 nM, https://pubmed.ncbi.nlm.nih.gov/35257579/;
Screened at CEREB-like safety panel (literature) against 41 targets, in-vitro potency of closest target: IC50(NET) = 390 nM, all other targets >6 µM https://pubmed.ncbi.nlm.nih.gov/35257579/;",https://pubmed.ncbi.nlm.nih.gov/35257579/,Kinase set,100 nM,,,,,,,
EUB0002910aCl_PRKDC,CC-115,EUB0002910aCl,[H]Cl.O=C1CN=C2C(N1CC)=NC(C3=C(C)N=C(C4=NN=CN4)C=C3)=CN2,GMYLVKUGJMYTFB-UHFFFAOYSA-N,Protein Kinase,PRKDC,5591,P78527,"DNPK1, p350, DNAPK, XRCC7, DNA-PKcs, DNAPKc, DNA-PKC, p460",Inhibitor,,13,IC50,Enzymatic assay,https://pubmed.ncbi.nlm.nih.gov/26102506/,=,,,,,,0,Kinase panel (Invitrogen’s SelectScreen™ profiling),250,"Screened at 3 µM, closest targets as % of activity remaining: MTOR (0%), FMS (43%), full screening data are available as supplemental information, https://pubmed.ncbi.nlm.nih.gov/26102506/;
In-vitro potency (HTR-FRET assay): IC50(PIK3CA) = 0.852 µM, https://pubmed.ncbi.nlm.nih.gov/26102506/;
In-vitro potency (enzymatic assay): IC50(ATM) >30 µM, https://pubmed.ncbi.nlm.nih.gov/26102506/;
In-vitro potency (enzymatic assay): IC50(ATR) >30 µM, https://pubmed.ncbi.nlm.nih.gov/26102506/;",https://pubmed.ncbi.nlm.nih.gov/26102506/,Kinase set,1 µM,,,,,,,
EUB0002910aCl_MTOR,CC-115,EUB0002910aCl,[H]Cl.O=C1CN=C2C(N1CC)=NC(C3=C(C)N=C(C4=NN=CN4)C=C3)=CN2,GMYLVKUGJMYTFB-UHFFFAOYSA-N,Protein Kinase,MTOR,2475,P42345,"RAFT1, RAPT1, FLJ44809",Inhibitor,,21,IC50,HTR-FRET assay (using 15 µM ATP),https://pubmed.ncbi.nlm.nih.gov/26102506/,=,23,IC50,MesoScale assay (phosphorylation of 70S6K using PC3 cells),https://pubmed.ncbi.nlm.nih.gov/26102506/,=,0,Kinase panel (Invitrogen’s SelectScreen™ profiling),250,"Screened at 3 µM, closest targets as % of activity remaining: MTOR (0%), FMS (43%), full screening data are available as supplemental information, https://pubmed.ncbi.nlm.nih.gov/26102506/;
In-vitro potency (HTR-FRET assay): IC50(PIK3CA) = 0.852 µM, https://pubmed.ncbi.nlm.nih.gov/26102506/;
In-vitro potency (enzymatic assay): IC50(ATM) >30 µM, https://pubmed.ncbi.nlm.nih.gov/26102506/;
In-vitro potency (enzymatic assay): IC50(ATR) >30 µM, https://pubmed.ncbi.nlm.nih.gov/26102506/;",https://pubmed.ncbi.nlm.nih.gov/26102506/,Kinase set,1 µM,,,,,,,
EUB0002914a_RIOK2,CQ211,EUB0002914a,O=C1C2=C(C3=CC(C4=CC=C(N=C4)OC)=CC=C3N1)N(N=N2)C5=CC=C(C(C(F)(F)F)=C5)N6CCNCC6,RGHLRMNPUGUZEY-UHFFFAOYSA-N,Protein Kinase,RIOK2,55781,Q9BVS4,FLJ11159,Inhibitor,,6.1,Kd,Competition binding assay (DiscoverX),https://pubmed.ncbi.nlm.nih.gov/35584513/,=,,,,,,1,KinomeScan (DiscoverX),468,"Screened at 1 µM, closest targets as % of control: FLT3 (ITD, D835V, 4%), FLT3 (ITD, F691L, 3.6%), RIOK1 (100%), RIOK2 (0%), RIOK3 (87%), full screening data are available as supporting information;",https://pubmed.ncbi.nlm.nih.gov/35584513/,Kinase set,1 µM,,,,,,,
EUB0002916a_ATR,Elimusertib,EUB0002916a,CN1N=CC=C1C2=C(C=CN=C3C4=CC=NN4)C3=NC(N5[C@H](C)COCC5)=C2,YBXRSCXGRPSTMW-CYBMUJFWSA-N,Protein Kinase,ATR,545,Q13535,"FRP1, SCKL, SCKL1, MEC1",Inhibitor,,7,IC50,TR-FRET assay,https://pubmed.ncbi.nlm.nih.gov/32502336/,=,36,IC50,ATR cellular mechanistic assay in HT-29 cells,https://pubmed.ncbi.nlm.nih.gov/32502336/,=,3,KinomeScan (DiscoverX),468,"Screened at 1 µM, closest targets as % of control: MTOR (2.2%), DYRK1B (11%), VSP34 (17%), full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(DYRK1B) = 25000 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(GAK) = 580 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(GSK3B) >30000 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(RIOK2) = 660 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(VSP34) = 3200 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (enzymatic assay): IC50(DNAPK) = 332 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (TR-FRET assay): IC50(ATM) = 1420 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (enzymatic assay): IC50(PIK3CB) = 3270 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;",https://pubmed.ncbi.nlm.nih.gov/32502336/,Kinase set,100 nM,,,,,,,
EUB0002916a_MTOR,Elimusertib,EUB0002916a,CN1N=CC=C1C2=C(C=CN=C3C4=CC=NN4)C3=NC(N5[C@H](C)COCC5)=C2,YBXRSCXGRPSTMW-CYBMUJFWSA-N,Protein Kinase,MTOR,2475,P42345,"RAFT1, RAPT1, FLJ44809",Inhibitor,,24,Kd,Competition binding assay (DiscoverX),https://pubmed.ncbi.nlm.nih.gov/32502336/,=,135,IC50,AlphaScreen assay (mTOR endogenous kinase activity in unstimulated HeLa S3 cells using pP70S6K(Thr389) as substrate),https://pubmed.ncbi.nlm.nih.gov/38299539/,=,3,KinomeScan (DiscoverX),468,"Screened at 1 µM, closest targets as % of control: MTOR (2.2%), DYRK1B (11%), VSP34 (17%), full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(DYRK1B) = 25000 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(GAK) = 580 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(GSK3B) >30000 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(RIOK2) = 660 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (Competition binding assay, DiscoverX): Kd(VSP34) = 3200 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (enzymatic assay): IC50(DNAPK) = 332 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (TR-FRET assay): IC50(ATM) = 1420 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;
In-vitro potency (enzymatic assay): IC50(PIK3CB) = 3270 nM, https://pubmed.ncbi.nlm.nih.gov/32502336/;",https://pubmed.ncbi.nlm.nih.gov/32502336/,Kinase set,100 nM,,,,,,,
EUB0002919a_EIF2AK4,GCN2iB,EUB0002919a,O=S(C1=CC(Cl)=CN=C1OC)(NC2=CC=C(F)C(C#CC3=CN=C(N)N=C3)=C2F)=O,JGHVXJKGYJYWOP-UHFFFAOYSA-N,Protein Kinase,EIF2AK4,,,,Inhibitor,,2.4,IC50,Lantha Screen assay (LanthaScreen Tb-anti-p-eIF2α (pSer52) antibody kit (Thermo Fisher Scientific) using ATP = Km),https://pubmed.ncbi.nlm.nih.gov/30061420/,=,80,EC50,Western Blot assay (phosphorylation of GCN2 using CCRF-CEM cells),https://pubmed.ncbi.nlm.nih.gov/30061420/,>,3,KINOMEscan (DiscoveRx),468,"Screened at 1 µM, closest targets >95 % of control: MAP2K5, STK10, ZAK, GSK3B (100%) further targets not named;",https://pubmed.ncbi.nlm.nih.gov/30061420/,Kinase set,1 µM,,,,,,,
EUB0002923a_MAP3K12,GNE-8505,EUB0002923a,FC(F)(F)C1=CC(C2=NN(C([C@@H]3[C@]4([H])[C@@]3([H])CN(C5COC5)C4)=C2)CC6CC6)=CN=C1N,IRPVABHDSJVBNZ-QWHZDKJVSA-N,Protein Kinase,MAP3K12,7786,Q12852,"MUK, DLK, ZPKP1, MEKK12",Inhibitor,,10,IC50,TR-FRET assay,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c01056,=,77.6,IC50,"Immunoblot assay (JNK phosphorylation in HEK293 cells overexpressing DLK, calculated serum-free assay)",https://pubmed.ncbi.nlm.nih.gov/28814543/,=,0,Kinase panel (invitrogen),220,"Screened at 1 µM, closest targets as % of control: FLT3 (67%), DMPK (58%), AXL (57%), NTRK1 (56%), CSF1R (54%), EPHA7 (51%), further screening data not shown in paper, https://pubmed.ncbi.nlm.nih.gov/28814543/;",https://pubmed.ncbi.nlm.nih.gov/28814543/,Kinase set,1 µM,,,,,,,
EUB0002923a_MAP3K13,GNE-8505,EUB0002923a,FC(F)(F)C1=CC(C2=NN(C([C@@H]3[C@]4([H])[C@@]3([H])CN(C5COC5)C4)=C2)CC6CC6)=CN=C1N,IRPVABHDSJVBNZ-QWHZDKJVSA-N,Protein Kinase,MAP3K13,9175,O43283,"LZK, MEKK13",Inhibitor,,62,IC50,TR-FRET assay,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c01056,=,,,,,,0,Kinase panel (invitrogen),220,"Screened at 1 µM, closest targets as % of control: FLT3 (67%), DMPK (58%), AXL (57%), NTRK1 (56%), CSF1R (54%), EPHA7 (51%), further screening data not shown in paper, https://pubmed.ncbi.nlm.nih.gov/28814543/;",https://pubmed.ncbi.nlm.nih.gov/28814543/,Kinase set,1 µM,,,,,,,
EUB0002924a_MAP3K5,GS-444217 ,EUB0002924a,O=C(C1=NC=CC(N2C=C(C3CC3)N=C2)=C1)NC4=CC=CC(C5=NN=CN5C6CC6)=C4,ZGCMQKWOUIMBEP-UHFFFAOYSA-N,Protein Kinase,MAP3K5,4217,Q99683,"MAPKKK5, ASK1",Inhibitor,,2.87,IC50,TR-FRET assay (using 100 µM ATP),https://pubmed.ncbi.nlm.nih.gov/30024858/,=,1000,EC50,Western Blot assay (inhibition of MAP3K5 phosphorylation in HEK293T cells),https://pubmed.ncbi.nlm.nih.gov/30024858/,,2,KinomeScan (DiscoverX),442,"Screened at 1 µM, S-Score(35) = 0.01, closest targets with >35% of inhibition: RPS6KA6, DYRK1A, https://pubmed.ncbi.nlm.nih.gov/30024858/;
In-vitro potency (competition-binding assay, DiscoverX): Kd(RPS6KA6) = 430 nM, https://pubmed.ncbi.nlm.nih.gov/30024858/;
In-vitro potency (competition-binding assay, DiscoverX): Kd(DYRK1A) = 220 nM, https://pubmed.ncbi.nlm.nih.gov/30024858/;
In-vitro potency (competition-binding assay, DiscoverX): Kd(MAP3K5) = 4.1 nM, https://pubmed.ncbi.nlm.nih.gov/30024858/;",https://pubmed.ncbi.nlm.nih.gov/30024858/,Kinase set,1 µM,,,,,,,
EUB0002930a_ERN1,IRE1α kinase-IN-1,EUB0002930a,CN1CCC(CNC2=CC(Cl)=NN3C2=NC=C3C4=C(F)C=C5C(N=C(NC6=CC=CC=C6)N5)=C4)CC1,BPRAHARGXSNSSO-UHFFFAOYSA-N,Protein Kinase,ERN1,2081,O75460,"IRE1, IRE1P",Inhibitor,,77,IC50,LanthaScreen Eu Kinase binding FRET assay,https://pubmed.ncbi.nlm.nih.gov/30779566/,=,,,,,,1,KINOMEscan (Eurofins),455,"Screened at 1 µM, closest targets as % of control: CLK4 (20%), ERN1 (33%), GAK (33%), KIT(V559D/V654A, 27%), CDK17 (2.7%), full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/30779566/;
In-vitro potency (LanthaScreen Eu Kinase binding FRET assay): IC50(ERN2) = 7682 nM, https://pubmed.ncbi.nlm.nih.gov/30779566/;",https://pubmed.ncbi.nlm.nih.gov/30779566/,Kinase set,1 µM,,,,,,,
EUB0002933a_ATM,KU-60019 ,EUB0002933a,C[C@@H]1O[C@@H](CN(CC(NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(C=C(O5)N6CCOCC6)=O)=O)C1)C,SCELLOWTHJGVIC-BGYRXZFFSA-N,Protein Kinase,ATM,472,Q13315,"TEL1, TELO1",Inhibitor,,6.3,IC50,Enzymatic assay,https://pubmed.ncbi.nlm.nih.gov/19808981/,=,150,IC50,"Immunoblot assay (phosphorylation of ATM at Ser1981, using HT-29 cells)",https://aacrjournals.org/mct/article/19/1/13/274205/Pharmacology-of-the-ATM-Inhibitor-AZD0156,=,2,Millipore KinaseProfiler,229,"Screened at 1 µM, closest targets as % of activity: FMS (46%), full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/19808981/;
Screened at 1 µM, PI3-Kinase HTRF assay, closest targets: PIK3CB (9%), PIK3CG (3%), screening data are not available in paper, https://pubmed.ncbi.nlm.nih.gov/19808981/;
In-vitro potency (enzymatic assay): IC50(DNAPK) = 17 µM, https://pubmed.ncbi.nlm.nih.gov/19808981/;
In-vitro potency (enzymatic assay): IC50(ATR) >10 µM, https://pubmed.ncbi.nlm.nih.gov/19808981/;",https://pubmed.ncbi.nlm.nih.gov/19808981/,Kinase set,1 µM,,,,,,,
EUB0002937a_AAK1,LP-935509 ,EUB0002937a,O=C(N1CCN(C2=NC3=C(C4=CC=CN=C4OC)C=NN3C=C2)CC1)OC(C)C,GOOYSJIWTIHOGW-UHFFFAOYSA-N,Protein Kinase,AAK1,22848,Q2M2I8,"KIAA1048, DKFZp686K16132",Inhibitor,,3.3,IC50,"Caliper enzyme assay (phosphorylation of peptide substrate, using 22 µM ATP = Km)",https://pubmed.ncbi.nlm.nih.gov/27411717/,=,2.8,IC50,Western Blot assay (inhibition of MU-2 phosphorylation using HEK293 cells with adaptor protein 2 (AP-2)),https://pubmed.ncbi.nlm.nih.gov/27411717/,=,6,KINOMEscan (AMBIT/DiscoveRx),389,"Screened at 1 µM, closest targets as % of control: AAK1 (2.1%), PRP4 (28%). RIOK1 (3.9%), RIOK3 (6.6%), BIKE (3.5%), SGK085 (7.6%), SGK288 (13%), SRPK1 (19%), SRPK2 (28%), LBK1 (9.7%), DRAK1 (6.4%), DRAK2 (30%), PIP5K2C (9.5%), full screening data arae available as supporting information, https://pubmed.ncbi.nlm.nih.gov/27411717/;
Screened against 43 receptors, transporters, and enzymes (enzymatic assays), closest target: IC50(PDE4) = 8.3 µM, full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/27411717/;
Screened against 8 receptors, transporters, and enzymes (enzymatic assays), closest target: IC50(α2A ) >1 µM,  IC50(α2C) >1 µM, full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/27411717/;",https://pubmed.ncbi.nlm.nih.gov/27411717/,Kinase set,100 nM,,,,,,,
EUB0002937a_BIKE,LP-935509 ,EUB0002937a,O=C(N1CCN(C2=NC3=C(C4=CC=CN=C4OC)C=NN3C=C2)CC1)OC(C)C,GOOYSJIWTIHOGW-UHFFFAOYSA-N,Protein Kinase,BIKE,,,,Inhibitor,,14,IC50,"Caliper enzyme assay (phosphorylation of peptide substrate, using 3.3 µM ATP = Km)",https://pubmed.ncbi.nlm.nih.gov/27411717/,=,,,,,,6,KINOMEscan (AMBIT/DiscoveRx),389,"Screened at 1 µM, closest targets as % of control: AAK1 (2.1%), PRP4 (28%). RIOK1 (3.9%), RIOK3 (6.6%), BIKE (3.5%), SGK085 (7.6%), SGK288 (13%), SRPK1 (19%), SRPK2 (28%), LBK1 (9.7%), DRAK1 (6.4%), DRAK2 (30%), PIP5K2C (9.5%), full screening data arae available as supporting information, https://pubmed.ncbi.nlm.nih.gov/27411717/;
Screened against 43 receptors, transporters, and enzymes (enzymatic assays), closest target: IC50(PDE4) = 8.3 µM, full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/27411717/;
Screened against 8 receptors, transporters, and enzymes (enzymatic assays), closest target: IC50(α2A ) >1 µM,  IC50(α2C) >1 µM, full screening data are available as supporting information, https://pubmed.ncbi.nlm.nih.gov/27411717/;",https://pubmed.ncbi.nlm.nih.gov/27411717/,Kinase set,100 nM,,,,,,,
EUB0002949a_PKMYT1,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,PKMYT1,9088,Q99640,"MYT1, PPP1R126",Inhibitor,,3.1,IC50,ADP-Glo assay,https://pubmed.ncbi.nlm.nih.gov/35444283/,=,"14, 58, 138, 378, 262, 276, 4.8",IC50,AlphaLISA (PKMYT1 dependent phoshorylation of CDK1 at Thr14 using FUOV1 cells),https://pubmed.ncbi.nlm.nih.gov/35880755/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002949a_EPHA1,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,EPHA1,2041,P21709,EPH,Inhibitor,,,,,,,"14, 58, 138, 378, 262, 276, 4.8",IC50,NanoBRET assay (HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35880755/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002949a_EPHA2,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,EPHA2,1969,P29317,,Inhibitor,,,,,,,"14, 58, 138, 378, 262, 276, 4.8",IC50,NanoBRET assay (HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35880755/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002949a_EPHB2,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,EPHB2,2048,P29323,"Hek5, Tyro5",Inhibitor,,,,,,,"14, 58, 138, 378, 262, 276, 4.8",IC50,NanoBRET assay (HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35880755/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002949a_EPHB3,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,EPHB3,2049,P54753,"Hek2, Tyro6",Inhibitor,,,,,,,"14, 58, 138, 378, 262, 276, 4.8",IC50,NanoBRET assay (HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35880755/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002949a_EPHB4,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,EPHB4,2050,P54760,Tyro11,Inhibitor,,,,,,,"14, 58, 138, 378, 262, 276, 4.8",IC50,NanoBRET assay (HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35880755/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002949a_WEE1,RP-6306,EUB0002949a,O=C(C1=C(N)[N@]([C@]2=C(C)C(O)=CC=C2C)C3=NC(C)=C(C)C=C31)N,ARBRHWRTXPWZGN-UHFFFAOYSA-N,Protein Kinase,WEE1,7465,P30291,WEE1A,Inhibitor,,,,,,,"14, 58, 138, 378, 262, 276, 4.8",IC50,NanoBRET assay (HEK293 cells),https://pubmed.ncbi.nlm.nih.gov/35444283/,=,0,Kinativ Colo-205 cell lysate kinase binding assay,274,"Screened at 1.2 µM (85-fold ist cellular IC50), closest targets in the screen: EPHA1, EPHA2, EPHB2, EPHB3, EPHB4, FRK, SRC, WEE1;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(FRK) = 1.14 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(SRC) >8.3 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;
In-cellular potency (NanoBRET assay, HEK293 cells): IC50(WEE1) = 4.1 µM, https://pubmed.ncbi.nlm.nih.gov/35880755/;",https://pubmed.ncbi.nlm.nih.gov/35880755/,Kinase set,1 µM,,,,,,,
EUB0002995a_CDC7,Simurosertib,EUB0002995a,O=C1C2=C(C=C(C3=CNN=C3C)S2)NC([C@H]4N(CC5)CCC5C4)=N1,XGVXKJKTISMIOW-ZDUSSCGKSA-N,Protein Kinase,CDC7,8317,O00311,"Hsk1, huCdc7, HsCdc7",Inhibitor,,0.3,IC50,"TR-FRET assay (using CDC7/DBF4 protein, using 50 µM ATP)",https://pubmed.ncbi.nlm.nih.gov/31131319/,,,,,,,5,"Kinase panel (SelectScreen Kinase Profiling, Invitrogen)",318,"Screened at 1 µM, the closest targets as % of inhibition: DAPK3 (98.8%), DAKP1 (96.1%), CDK9/cyclin T1 (94.7%), DMPK (94.1%), CDK8/cyclin C (91.0%), MAPK12 (85.1%), STK17A (84.4%), CLK4 (84.1%), DYRK1A (82.0%), GSK3B (80.5%), other kinases",,Kinase set,100 nM,,,,,,,
