source_id	source_db	source	xref_id
348	Chemical Probes Portal	DOI:10.1016/j.bmcl.2009.11.097	https://www.chemicalprobes.org/
349	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.7b00032	https://www.chemicalprobes.org/
350	Chemical Probes Portal	NGB2904	https://www.chemicalprobes.org/
351	Chemical Probes Portal	DOI:10.1021/jm200049r	https://www.chemicalprobes.org/
352	Chemical Probes Portal	DOI:10.1038/sj.bjp.0702084	https://www.chemicalprobes.org/
353	Chemical Probes Portal	VZ185	https://www.chemicalprobes.org/
354	Chemical Probes Portal	DOI:10.1158/1535-7163.MCT-21-0615	https://www.chemicalprobes.org/
355	Chemical Probes Portal	L-Moses	https://www.chemicalprobes.org/
356	Chemical Probes Portal	ITI-214	https://www.chemicalprobes.org/
357	Chemical Probes Portal	DOI:10.1158/0008-5472.CAN-05-4290	https://www.chemicalprobes.org/
358	Chemical Probes Portal	ARS-1620	https://www.chemicalprobes.org/
359	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.2c00502	https://www.chemicalprobes.org/
360	Chemical Probes Portal	DOI:10.1016/j.ejmech.2023.116038	https://www.chemicalprobes.org/
361	Chemical Probes Portal	DOI:10.1038/nature24451	https://www.chemicalprobes.org/
362	Chemical Probes Portal	DOI:10.1021/jm501185j	https://www.chemicalprobes.org/
363	Chemical Probes Portal	DOI:10.1016/j.bmcl.2015.06.032	https://www.chemicalprobes.org/
364	Chemical Probes Portal	ABT-724	https://www.chemicalprobes.org/
365	Chemical Probes Portal	MRK-560	https://www.chemicalprobes.org/
366	Chemical Probes Portal	DOI:10.1111/j.1476-5381.2011.01495.x	https://www.chemicalprobes.org/
367	Chemical Probes Portal	DOI:10.1016/j.bmc.2021.116576	https://www.chemicalprobes.org/
368	Chemical Probes Portal	DOI:10.1002/anie.202217532	https://www.chemicalprobes.org/
369	Chemical Probes Portal	DOI:10.1016/j.bmcl.2010.12.113	https://www.chemicalprobes.org/
370	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00441	https://www.chemicalprobes.org/
371	Chemical Probes Portal	BAY-7598	https://www.chemicalprobes.org/
372	Chemical Probes Portal	GNE-9822	https://www.chemicalprobes.org/
373	Chemical Probes Portal	DOI:10.1021/jacs.0c07726	https://www.chemicalprobes.org/
374	Chemical Probes Portal	Canertinib	https://www.chemicalprobes.org/
375	Chemical Probes Portal	AM-4668	https://www.chemicalprobes.org/
376	Chemical Probes Portal	DOI:10.1038/nchembio.140	https://www.chemicalprobes.org/
377	Chemical Probes Portal	BAY-3153	https://www.chemicalprobes.org/
378	Chemical Probes Portal	DOI:10.1016/j.ccell.2019.09.004	https://www.chemicalprobes.org/
379	Chemical Probes Portal	JNJ-65355394	https://www.chemicalprobes.org/
380	Chemical Probes Portal	DOI:10.1016/j.bmcl.2011.12.117	https://www.chemicalprobes.org/
381	Chemical Probes Portal	DOI:10.1126/scitranslmed.aaa4642	https://www.chemicalprobes.org/
382	Chemical Probes Portal	JJKK-048	https://www.chemicalprobes.org/
383	Chemical Probes Portal	DOI:10.1021/ml300063m	https://www.chemicalprobes.org/
384	Chemical Probes Portal	Ceritinib	https://www.chemicalprobes.org/
385	Chemical Probes Portal	Empesertib	https://www.chemicalprobes.org/
386	Chemical Probes Portal	DOI:10.1016/j.bmcl.2016.09.047	https://www.chemicalprobes.org/
387	Chemical Probes Portal	DOI:10.1158/2159-8290.CD-23-0475	https://www.chemicalprobes.org/
388	Chemical Probes Portal	DOI:10.1021/jm501915g	https://www.chemicalprobes.org/
389	Chemical Probes Portal	SR9238	https://www.chemicalprobes.org/
390	Chemical Probes Portal	DOI:10.1124/jpet.120.000275	https://www.chemicalprobes.org/
391	Chemical Probes Portal	DOI:10.1021/jm401395s	https://www.chemicalprobes.org/
392	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00267	https://www.chemicalprobes.org/
393	Chemical Probes Portal	DOI:10.1016/j.bmcl.2005.10.028	https://www.chemicalprobes.org/
394	Chemical Probes Portal	DOI:10.1097/FJC.0000000000000677	https://www.chemicalprobes.org/
395	Chemical Probes Portal	FHT-2344	https://www.chemicalprobes.org/
396	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01886	https://www.chemicalprobes.org/
397	Chemical Probes Portal	DOI:10.1038/s41586-022-05204-z	https://www.chemicalprobes.org/
398	Chemical Probes Portal	DOI:10.3390/cells12020287	https://www.chemicalprobes.org/
399	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.7b01647	https://www.chemicalprobes.org/
400	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c01174	https://www.chemicalprobes.org/
401	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02217	https://www.chemicalprobes.org/
402	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.9b00399	https://www.chemicalprobes.org/
403	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01705	https://www.chemicalprobes.org/
404	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c01245	https://www.chemicalprobes.org/
405	Chemical Probes Portal	BAY-985	https://www.chemicalprobes.org/
406	Chemical Probes Portal	CPI-169	https://www.chemicalprobes.org/
407	Chemical Probes Portal	URMC-099	https://www.chemicalprobes.org/
408	Chemical Probes Portal	DOI:10.1021/jacs.2c05030	https://www.chemicalprobes.org/
409	Chemical Probes Portal	GSK3484862	https://www.chemicalprobes.org/
410	Chemical Probes Portal	DOI:10.1038/s41589-024-01618-0	https://www.chemicalprobes.org/
411	Chemical Probes Portal	CPI-0610	https://www.chemicalprobes.org/
412	Chemical Probes Portal	DOI:10.1021/ml500387y	https://www.chemicalprobes.org/
413	Chemical Probes Portal	DOI:10.1021/acschembio.5b00655	https://www.chemicalprobes.org/
414	Chemical Probes Portal	DOI:10.1016/j.crchbi.2022.100036	https://www.chemicalprobes.org/
415	Chemical Probes Portal	DOI:10.1021/jm201724m	https://www.chemicalprobes.org/
416	Chemical Probes Portal	DOI:10.1021/acschembio.6b00250	https://www.chemicalprobes.org/
417	Chemical Probes Portal	DOI:10.18632/oncotarget.24883	https://www.chemicalprobes.org/
418	Chemical Probes Portal	DOI:10.1158/1535-7163.MCT-17-0077	https://www.chemicalprobes.org/
419	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c02144	https://www.chemicalprobes.org/
420	Chemical Probes Portal	DOI:10.1038/s41467-016-0008-7	https://www.chemicalprobes.org/
421	Chemical Probes Portal	DOI:10.1021/acschembio.0c00076	https://www.chemicalprobes.org/
422	Chemical Probes Portal	DOI:10.1021/ml5003376	https://www.chemicalprobes.org/
423	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00173	https://www.chemicalprobes.org/
424	Chemical Probes Portal	DOI:10.1039/D3MD00039G	https://www.chemicalprobes.org/
425	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.5b00498	https://www.chemicalprobes.org/
426	Chemical Probes Portal	DOI:10.1182/blood-2010-03-275305	https://www.chemicalprobes.org/
427	Chemical Probes Portal	THAL-SNS-032	https://www.chemicalprobes.org/
428	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c00868	https://www.chemicalprobes.org/
429	Chemical Probes Portal	DOI:10.1021/acschemneuro.3c00135	https://www.chemicalprobes.org/
430	Chemical Probes Portal	ULK-101	https://www.chemicalprobes.org/
431	Chemical Probes Portal	DOI:10.1158/2159-8290.CD-23-0954	https://www.chemicalprobes.org/
432	Chemical Probes Portal	DOI:10.1038/s41589-022-01015-5	https://www.chemicalprobes.org/
433	Chemical Probes Portal	DOI:10.1038/nchembio.1084	https://www.chemicalprobes.org/
434	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02246	https://www.chemicalprobes.org/
435	Chemical Probes Portal	DOI:10.1016/s1074-5521(00)00025-9	https://www.chemicalprobes.org/
436	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.2c00530	https://www.chemicalprobes.org/
437	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c02069	https://www.chemicalprobes.org/
438	Chemical Probes Portal	DOI:10.1021/jm060897w	https://www.chemicalprobes.org/
439	Chemical Probes Portal	DOI:10.1038/nature05415	https://www.chemicalprobes.org/
440	Chemical Probes Portal	DOI:10.1016/j.pain.2011.01.049	https://www.chemicalprobes.org/
441	Chemical Probes Portal	XMD-12	https://www.chemicalprobes.org/
442	Chemical Probes Portal	DOI:10.1016/j.bmcl.2016.10.079	https://www.chemicalprobes.org/
443	Chemical Probes Portal	NVP-AEW541	https://www.chemicalprobes.org/
444	Chemical Probes Portal	MZ1	https://www.chemicalprobes.org/
445	Chemical Probes Portal	PMID:3598913	https://www.chemicalprobes.org/
446	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c01860	https://www.chemicalprobes.org/
447	Chemical Probes Portal	DOI:10.1021/acschembio.6b00217	https://www.chemicalprobes.org/
448	Chemical Probes Portal	DOI:10.1073/pnas.2105465118	https://www.chemicalprobes.org/
449	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.6b00307	https://www.chemicalprobes.org/
450	Chemical Probes Portal	DOI:10.1038/s41586-024-07318-y	https://www.chemicalprobes.org/
451	Chemical Probes Portal	DOI:10.1002/cmdc.202300031	https://www.chemicalprobes.org/
452	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01884	https://www.chemicalprobes.org/
453	Chemical Probes Portal	TH9619	https://www.chemicalprobes.org/
454	Chemical Probes Portal	DOI:10.1016/j.chembiol.2017.07.011	https://www.chemicalprobes.org/
455	Chemical Probes Portal	DOI:10.1021/jm030913e	https://www.chemicalprobes.org/
456	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00215	https://www.chemicalprobes.org/
457	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02164	https://www.chemicalprobes.org/
458	Chemical Probes Portal	DOI:10.1038/s41586-024-07350-y	https://www.chemicalprobes.org/
459	Chemical Probes Portal	DOI:10.1021/ml500391n	https://www.chemicalprobes.org/
460	Chemical Probes Portal	Luminespib	https://www.chemicalprobes.org/
461	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c01170	https://www.chemicalprobes.org/
462	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.1c00272	https://www.chemicalprobes.org/
463	Chemical Probes Portal	DOI:10.1021/jacs.8b07328	https://www.chemicalprobes.org/
464	Chemical Probes Portal	DOI:10.3390/ijms232314834	https://www.chemicalprobes.org/
465	Chemical Probes Portal	DOI:10.1016/j.celrep.2017.09.056	https://www.chemicalprobes.org/
466	Chemical Probes Portal	DOI:10.1021/jm401334s	https://www.chemicalprobes.org/
467	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00314	https://www.chemicalprobes.org/
468	Chemical Probes Portal	DOI:10.1002/anie.201603928	https://www.chemicalprobes.org/
469	Chemical Probes Portal	DOI:10.1038/nchembio.1681	https://www.chemicalprobes.org/
470	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00697	https://www.chemicalprobes.org/
471	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c00614	https://www.chemicalprobes.org/
472	Chemical Probes Portal	DOI:10.1021/acschembio.1c00256	https://www.chemicalprobes.org/
473	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.4c00219	https://www.chemicalprobes.org/
474	Chemical Probes Portal	DOI:10.3233/JAD-150834	https://www.chemicalprobes.org/
475	Chemical Probes Portal	DOI:10.1016/j.ejmech.2021.113299	https://www.chemicalprobes.org/
476	Chemical Probes Portal	SR-0813	https://www.chemicalprobes.org/
477	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5b00606	https://www.chemicalprobes.org/
478	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.8b01108	https://www.chemicalprobes.org/
479	Chemical Probes Portal	DOI:10.1021/acschembio.4c00397	https://www.chemicalprobes.org/
480	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.6b00209	https://www.chemicalprobes.org/
481	Chemical Probes Portal	DOI:10.1021/acschembio.9b00505	https://www.chemicalprobes.org/
482	Chemical Probes Portal	DOI:10.1038/s41589-021-00765-y	https://www.chemicalprobes.org/
483	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.8b00011	https://www.chemicalprobes.org/
484	Chemical Probes Portal	dTRIM24	https://www.chemicalprobes.org/
485	Chemical Probes Portal	SJF1528	https://www.chemicalprobes.org/
486	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.8b01572	https://www.chemicalprobes.org/
487	Chemical Probes Portal	CP-10	https://www.chemicalprobes.org/
488	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c01125	https://www.chemicalprobes.org/
489	Chemical Probes Portal	TL13-112	https://www.chemicalprobes.org/
490	Chemical Probes Portal	d9A-2	https://www.chemicalprobes.org/
491	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00356	https://www.chemicalprobes.org/
492	Chemical Probes Portal	DOI:10.7554/eLife.47110	https://www.chemicalprobes.org/
493	Chemical Probes Portal	VinSpinIn	https://www.chemicalprobes.org/
494	Chemical Probes Portal	DOI:10.1016/j.bmcl.2012.09.054	https://www.chemicalprobes.org/
495	Chemical Probes Portal	DOI:10.1016/j.bmc.2017.07.017	https://www.chemicalprobes.org/
496	Chemical Probes Portal	DOI:10.1371/journal.pone.0051151	https://www.chemicalprobes.org/
497	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.6b00052	https://www.chemicalprobes.org/
498	Chemical Probes Portal	DOI:10.1038/s41467-023-44243-6	https://www.chemicalprobes.org/
499	Chemical Probes Portal	DOI:10.1002/anie.202004087	https://www.chemicalprobes.org/
500	Chemical Probes Portal	DOI:10.1158/1535-7163.MCT-19-0734	https://www.chemicalprobes.org/
501	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c00845	https://www.chemicalprobes.org/
502	Chemical Probes Portal	DOI:10.1038/s41467-024-46593-1	https://www.chemicalprobes.org/
503	Chemical Probes Portal	DOI:10.1016/j.chembiol.2023.02.005	https://www.chemicalprobes.org/
504	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00508	https://www.chemicalprobes.org/
505	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.7b01896	https://www.chemicalprobes.org/
506	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c02132	https://www.chemicalprobes.org/
507	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c00762	https://www.chemicalprobes.org/
508	Chemical Probes Portal	DOI:10.1158/1078-0432.CCR-23-2094	https://www.chemicalprobes.org/
509	Chemical Probes Portal	DOI:10.1038/s41598-021-94708-1	https://www.chemicalprobes.org/
510	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.9b01034	https://www.chemicalprobes.org/
511	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.9b01382	https://www.chemicalprobes.org/
512	Chemical Probes Portal	AR-C141990	https://www.chemicalprobes.org/
513	Chemical Probes Portal	JP3000	https://www.chemicalprobes.org/
514	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02422	https://www.chemicalprobes.org/
515	Chemical Probes Portal	DOI:10.1073/pnas.2307086120	https://www.chemicalprobes.org/
516	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00148	https://www.chemicalprobes.org/
517	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00741	https://www.chemicalprobes.org/
518	Chemical Probes Portal	DOI:10.1038/s41586-023-06575-7	https://www.chemicalprobes.org/
519	Chemical Probes Portal	DOI:10.1038/s42004-024-01177-4	https://www.chemicalprobes.org/
520	Chemical Probes Portal	DOI:10.1002/cmdc.201000216	https://www.chemicalprobes.org/
521	Chemical Probes Portal	DOI:10.1016/j.chembiol.2019.02.012	https://www.chemicalprobes.org/
522	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c01060	https://www.chemicalprobes.org/
523	Chemical Probes Portal	DOI:10.1021/jm301762v	https://www.chemicalprobes.org/
524	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00155	https://www.chemicalprobes.org/
525	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01325	https://www.chemicalprobes.org/
526	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00967	https://www.chemicalprobes.org/
527	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02483	https://www.chemicalprobes.org/
528	Chemical Probes Portal	DOI:10.1016/j.ejmech.2022.114446	https://www.chemicalprobes.org/
529	Chemical Probes Portal	DOI:10.1016/j.stem.2024.03.003	https://www.chemicalprobes.org/
530	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01531	https://www.chemicalprobes.org/
531	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.3c00514	https://www.chemicalprobes.org/
532	Chemical Probes Portal	DOI:10.1126/science.adk6129	https://www.chemicalprobes.org/
533	Chemical Probes Portal	DOI:10.1021/jm5017494	https://www.chemicalprobes.org/
534	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00665	https://www.chemicalprobes.org/
535	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01930	https://www.chemicalprobes.org/
536	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00580	https://www.chemicalprobes.org/
537	Chemical Probes Portal	DOI:10.1007/s00204-015-1549-y	https://www.chemicalprobes.org/
538	Chemical Probes Portal	DOI:10.1038/s42003-021-02191-1	https://www.chemicalprobes.org/
539	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01237	https://www.chemicalprobes.org/
540	Chemical Probes Portal	DOI:10.1021/ml5001245	https://www.chemicalprobes.org/
541	Chemical Probes Portal	DOI:10.1158/0008-5472.CAN-24-0397	https://www.chemicalprobes.org/
542	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00121	https://www.chemicalprobes.org/
543	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02434	https://www.chemicalprobes.org/
544	Chemical Probes Portal	DOI:10.1016/j.chembiol.2023.11.004	https://www.chemicalprobes.org/
545	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01659	https://www.chemicalprobes.org/
546	Chemical Probes Portal	GSK4027	https://www.chemicalprobes.org/
547	Chemical Probes Portal	JNJ-3738	https://www.chemicalprobes.org/
548	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.3c00523	https://www.chemicalprobes.org/
549	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02036	https://www.chemicalprobes.org/
550	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00072	https://www.chemicalprobes.org/
551	Chemical Probes Portal	ELIMUSERTIB	https://www.chemicalprobes.org/
552	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c01688	https://www.chemicalprobes.org/
553	Chemical Probes Portal	DOI:10.1038/s41598-020-73500-7	https://www.chemicalprobes.org/
554	Chemical Probes Portal	DOI:10.1177/24725552211019409	https://www.chemicalprobes.org/
555	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.9b00027	https://www.chemicalprobes.org/
556	Chemical Probes Portal	TENAPANOR	https://www.chemicalprobes.org/
557	Chemical Probes Portal	DOI:10.1021/jm201129m	https://www.chemicalprobes.org/
558	Chemical Probes Portal	DOI:10.1038/s41598-024-70594-1	https://www.chemicalprobes.org/
559	Chemical Probes Portal	DOI:10.1158/0008-5472.CAN-16-1038	https://www.chemicalprobes.org/
560	Chemical Probes Portal	LH168	https://www.chemicalprobes.org/
561	Chemical Probes Portal	BMS-509744	https://www.chemicalprobes.org/
562	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.9b00718	https://www.chemicalprobes.org/
563	Chemical Probes Portal	DOI:10.1021/jacs.8b08008	https://www.chemicalprobes.org/
564	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02694	https://www.chemicalprobes.org/
565	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c02179	https://www.chemicalprobes.org/
566	Chemical Probes Portal	MZP-54	https://www.chemicalprobes.org/
567	Chemical Probes Portal	DOI:10.1016/j.chembiol.2023.07.010	https://www.chemicalprobes.org/
568	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c00146	https://www.chemicalprobes.org/
569	Chemical Probes Portal	DOI:10.1038/s41589-020-0609-7	https://www.chemicalprobes.org/
570	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01843	https://www.chemicalprobes.org/
571	Chemical Probes Portal	DOI:10.1042/BJ20140889	https://www.chemicalprobes.org/
572	Chemical Probes Portal	BIX-02188	https://www.chemicalprobes.org/
573	Chemical Probes Portal	DOI:10.1038/s41589-023-01459-3	https://www.chemicalprobes.org/
574	Chemical Probes Portal	DOI:10.1021/jm8013458	https://www.chemicalprobes.org/
575	Chemical Probes Portal	SGC-CBP30	https://www.chemicalprobes.org/
576	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.6b01786	https://www.chemicalprobes.org/
577	Chemical Probes Portal	AGI-6780	https://www.chemicalprobes.org/
578	Chemical Probes Portal	(R)-PFI-2	https://www.chemicalprobes.org/
579	Chemical Probes Portal	BI-9564	https://www.chemicalprobes.org/
580	Chemical Probes Portal	UNC0642	https://www.chemicalprobes.org/
581	Chemical Probes Portal	UNC0638	https://www.chemicalprobes.org/
582	Chemical Probes Portal	UNC1999	https://www.chemicalprobes.org/
583	Chemical Probes Portal	GSK-J4	https://www.chemicalprobes.org/
584	Chemical Probes Portal	A-366	https://www.chemicalprobes.org/
585	Chemical Probes Portal	GSK591	https://www.chemicalprobes.org/
586	Chemical Probes Portal	BAY-598	https://www.chemicalprobes.org/
587	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.5b00380	https://www.chemicalprobes.org/
588	Chemical Probes Portal	A-196	https://www.chemicalprobes.org/
589	Chemical Probes Portal	GSK2033	https://www.chemicalprobes.org/
590	Chemical Probes Portal	Pevonedistat	https://www.chemicalprobes.org/
591	Chemical Probes Portal	EED226	https://www.chemicalprobes.org/
592	Chemical Probes Portal	AMG232	https://www.chemicalprobes.org/
593	Chemical Probes Portal	Bistramide A	https://www.chemicalprobes.org/
594	Chemical Probes Portal	Rapamycin	https://www.chemicalprobes.org/
595	Chemical Probes Portal	KI-696	https://www.chemicalprobes.org/
596	Chemical Probes Portal	Tacrolimus	https://www.chemicalprobes.org/
597	Chemical Probes Portal	I-CBP112	https://www.chemicalprobes.org/
598	Chemical Probes Portal	ISPINESIB	https://www.chemicalprobes.org/
599	Chemical Probes Portal	Veliparib	https://www.chemicalprobes.org/
600	Chemical Probes Portal	Olaparib	https://www.chemicalprobes.org/
601	Chemical Probes Portal	Niraparib	https://www.chemicalprobes.org/
602	Chemical Probes Portal	Afatinib	https://www.chemicalprobes.org/
603	Chemical Probes Portal	AVL-292	https://www.chemicalprobes.org/
604	Chemical Probes Portal	DOI:10.1021/acschemneuro.7b00308	https://www.chemicalprobes.org/
605	Chemical Probes Portal	PZ2891	https://www.chemicalprobes.org/
606	Chemical Probes Portal	Gandotinib	https://www.chemicalprobes.org/
607	Chemical Probes Portal	PDD00017273	https://www.chemicalprobes.org/
608	Chemical Probes Portal	eCF506	https://www.chemicalprobes.org/
609	Chemical Probes Portal	Selumetinib	https://www.chemicalprobes.org/
610	Chemical Probes Portal	A-395	https://www.chemicalprobes.org/
611	Chemical Probes Portal	VH298	https://www.chemicalprobes.org/
612	Chemical Probes Portal	AZD9496	https://www.chemicalprobes.org/
613	Chemical Probes Portal	BAZ2-ICR	https://www.chemicalprobes.org/
614	Chemical Probes Portal	WZ4002	https://www.chemicalprobes.org/
615	Chemical Probes Portal	DOI:10.1021/jm010228c	https://www.chemicalprobes.org/
616	Chemical Probes Portal	CFI-402257	https://www.chemicalprobes.org/
617	Chemical Probes Portal	GPR40ant39	https://www.chemicalprobes.org/
618	Chemical Probes Portal	AB680	https://www.chemicalprobes.org/
619	Chemical Probes Portal	DO264	https://www.chemicalprobes.org/
620	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c01398	https://www.chemicalprobes.org/
621	Chemical Probes Portal	Tubacin	https://www.chemicalprobes.org/
622	Chemical Probes Portal	AS-99	https://www.chemicalprobes.org/
623	Chemical Probes Portal	DOI:10.1158/0008-5472.CAN-18-2861	https://www.chemicalprobes.org/
624	Chemical Probes Portal	HTL14242	https://www.chemicalprobes.org/
625	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01590	https://www.chemicalprobes.org/
626	Chemical Probes Portal	MSD-M1PAM	https://www.chemicalprobes.org/
627	Chemical Probes Portal	Ogerin	https://www.chemicalprobes.org/
628	Chemical Probes Portal	Roblitinib	https://www.chemicalprobes.org/
629	Chemical Probes Portal	AC-4-130	https://www.chemicalprobes.org/
630	Chemical Probes Portal	BIX-01294	https://www.chemicalprobes.org/
631	Chemical Probes Portal	DOI:10.1124/molpharm.122.000633	https://www.chemicalprobes.org/
632	Chemical Probes Portal	VE-821	https://www.chemicalprobes.org/
633	Chemical Probes Portal	AZD1332	https://www.chemicalprobes.org/
634	Chemical Probes Portal	DOI:10.1016/j.pbb.2012.03.021	https://www.chemicalprobes.org/
635	Chemical Probes Portal	DOI:10.1038/s41586-025-08618-7	https://www.chemicalprobes.org/
636	Chemical Probes Portal	DOI:10.1038/s41467-025-57005-3	https://www.chemicalprobes.org/
637	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02293	https://www.chemicalprobes.org/
638	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02631	https://www.chemicalprobes.org/
639	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00271	https://www.chemicalprobes.org/
640	Chemical Probes Portal	DOI:10.1038/s41589-020-00652-y	https://www.chemicalprobes.org/
641	Chemical Probes Portal	PF470	https://www.chemicalprobes.org/
642	Chemical Probes Portal	DOI:10.1124/mol.119.118661	https://www.chemicalprobes.org/
643	Chemical Probes Portal	VX548	https://www.chemicalprobes.org/
644	Chemical Probes Portal	ABD957	https://www.chemicalprobes.org/
645	Chemical Probes Portal	Baricitinib	https://www.chemicalprobes.org/
646	Chemical Probes Portal	ONO-8430506	https://www.chemicalprobes.org/
647	Chemical Probes Portal	XMD8-87	https://www.chemicalprobes.org/
648	Chemical Probes Portal	GSK583	https://www.chemicalprobes.org/
649	Chemical Probes Portal	SU6656	https://www.chemicalprobes.org/
650	Chemical Probes Portal	CGI1746	https://www.chemicalprobes.org/
651	Chemical Probes Portal	PF-477736	https://www.chemicalprobes.org/
652	Chemical Probes Portal	CX-4945	https://www.chemicalprobes.org/
653	Chemical Probes Portal	PF3644022	https://www.chemicalprobes.org/
654	Chemical Probes Portal	CFI-400945	https://www.chemicalprobes.org/
655	Chemical Probes Portal	CCT241533	https://www.chemicalprobes.org/
656	Chemical Probes Portal	PF-4800567	https://www.chemicalprobes.org/
657	Chemical Probes Portal	SCH772984	https://www.chemicalprobes.org/
658	Chemical Probes Portal	MK-5108	https://www.chemicalprobes.org/
659	Chemical Probes Portal	BYL-719	https://www.chemicalprobes.org/
660	Chemical Probes Portal	AX15836	https://www.chemicalprobes.org/
661	Chemical Probes Portal	VX-745	https://www.chemicalprobes.org/
662	Chemical Probes Portal	CH5424802	https://www.chemicalprobes.org/
663	Chemical Probes Portal	PALBOCICLIB	https://www.chemicalprobes.org/
664	Chemical Probes Portal	G-5555	https://www.chemicalprobes.org/
665	Chemical Probes Portal	AMG900	https://www.chemicalprobes.org/
666	Chemical Probes Portal	BMS-911543	https://www.chemicalprobes.org/
667	Chemical Probes Portal	AZD2014	https://www.chemicalprobes.org/
668	Chemical Probes Portal	Skepinone-L	https://www.chemicalprobes.org/
669	Chemical Probes Portal	GDC-0879	https://www.chemicalprobes.org/
670	Chemical Probes Portal	SGX-523	https://www.chemicalprobes.org/
671	Chemical Probes Portal	CHIR-99021	https://www.chemicalprobes.org/
672	Chemical Probes Portal	CCT244747	https://www.chemicalprobes.org/
