id	inchikey	xref_id	source_xref	raw
429	GACOFEKSDCOVMV-RRYXBOBMSA-N		http://www.jbc.org/content/early/2016/11/14/jbc.M116.755678.long	http://www.jbc.org/content/early/2016/11/14/jbc.M116.755678.long
430	GACOFEKSDCOVMV-RRYXBOBMSA-N	https://pubmed.ncbi.nlm.nih.gov/	25707820	https://www.ncbi.nlm.nih.gov/pubmed/25707820
431	GACOFEKSDCOVMV-RRYXBOBMSA-N	https://pubmed.ncbi.nlm.nih.gov/	26098886	https://www.ncbi.nlm.nih.gov/pubmed/26098886
432	GACOFEKSDCOVMV-RRYXBOBMSA-N	https://pubmed.ncbi.nlm.nih.gov/	27875305	https://www.ncbi.nlm.nih.gov/pubmed/27875305
433	SQNZDYHMCMIGGV-TZPPCSJFSA-N	https://doi.org/	10.1038/nchembio.2329	http://dx.doi.org/10.1038/nchembio.2329
434	SQNZDYHMCMIGGV-TZPPCSJFSA-N		http://europepmc.org/abstract/MED/28288108	http://europepmc.org/abstract/MED/28288108
435	RNQODBQYMXYMCT-SJORKVTESA-N	https://doi.org/	10.7554/eLife.34311	https://dx.doi.org/10.7554/eLife.34311
436	RFZQYGBLRIKROZ-PCLIKHOPSA-N	https://doi.org/	10.1016/j.bmc.2014.03.036	https://dx.doi.org/10.1016/j.bmc.2014.03.036
437	BPLVDYJDAVYLRQ-UHFFFAOYSA-N	https://doi.org/	10.6019/CHEMBL4800727	https://dx.doi.org/10.6019/CHEMBL4800727
438	UJLAWZDWDVHWOW-YPMHNXCESA-N	https://doi.org/	10.1126/science.1087061	www.doi.org/10.1126/science.1087061
439	UJLAWZDWDVHWOW-YPMHNXCESA-N	https://pubmed.ncbi.nlm.nih.gov/	14593182	http://www.ncbi.nlm.nih.gov/pubmed/14593182
440	WNEILUNVMHVMPH-UHFFFAOYSA-N	https://doi.org/	10.1158/1535-7163.MCT-15-0500	www.doi.org/10.1158/1535-7163.MCT-15-0500
441	WNEILUNVMHVMPH-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.9b02035	www.doi.org/10.1021/acs.jmedchem.9b02035
442	WNEILUNVMHVMPH-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	26832791	https://pubmed.ncbi.nlm.nih.gov/26832791/
443	WNEILUNVMHVMPH-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	32338514	https://pubmed.ncbi.nlm.nih.gov/32338514/
444	NMJMRSQTDLRCRQ-UHFFFAOYSA-N		http://www.nature.com/nchembio/journal/v6/n5/full/nchembio.345.html	http://www.nature.com/nchembio/journal/v6/n5/full/nchembio.345.html
445	NMJMRSQTDLRCRQ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	20383151	http://www.ncbi.nlm.nih.gov/pubmed/20383151
446	AEJOEPSMZCEYJN-HXUWFJFHSA-N	https://doi.org/	10.1016/0014-2999(88)90546-8	www.doi.org/10.1016/0014-2999(88)90546-8
447	AEJOEPSMZCEYJN-HXUWFJFHSA-N		http://www.sciencedirect.com/science/article/pii/S0960894X05003057	http://www.sciencedirect.com/science/article/pii/S0960894X05003057
448	AEJOEPSMZCEYJN-HXUWFJFHSA-N		http://www.sciencedirect.com/science/article/pii/S0960894X07014266	http://www.sciencedirect.com/science/article/pii/S0960894X07014266
449	AEJOEPSMZCEYJN-HXUWFJFHSA-N	https://pubmed.ncbi.nlm.nih.gov/	2850924	https://www.ncbi.nlm.nih.gov/pubmed/2850924
450	AEJOEPSMZCEYJN-HXUWFJFHSA-N	https://pubmed.ncbi.nlm.nih.gov/	8893842	https://www.ncbi.nlm.nih.gov/pubmed/8893842
451	AEJOEPSMZCEYJN-HXUWFJFHSA-N	https://pubmed.ncbi.nlm.nih.gov/	11086731	https://www.ncbi.nlm.nih.gov/pubmed/11086731
452	BFTKDWYIRJGJCA-CYBMUJFWSA-N	https://doi.org/	10.1021/acsmedchemlett.6b00075	http://pubs.acs.org/doi/abs/10.1021/acsmedchemlett.6b00075
453	BFTKDWYIRJGJCA-CYBMUJFWSA-N	https://pubmed.ncbi.nlm.nih.gov/	27190605	https://www.ncbi.nlm.nih.gov/pubmed/?term=27190605
454	OJKONCJPCULNOW-DYVFJYSZSA-N	https://doi.org/	10.1021/acs.jmedchem.0c00259	www.doi.org/10.1021/acs.jmedchem.0c00259
455	OJKONCJPCULNOW-DYVFJYSZSA-N	https://pubmed.ncbi.nlm.nih.gov/	32392056	https://pubmed.ncbi.nlm.nih.gov/32392056/
456	YDNOHCOYQVZOMC-UHFFFAOYSA-N	https://doi.org/	10.1038/nature13444	www.doi.org/10.1038/nature13444
457	YDNOHCOYQVZOMC-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24919154	https://pubmed.ncbi.nlm.nih.gov/24919154/
458	OFWWWKWUCDUISA-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.7b00306	http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.7b00306
459	OFWWWKWUCDUISA-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28402630	https://www.ncbi.nlm.nih.gov/pubmed/28402630
460	CDQRIIUMNLMHRH-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25192810	http://www.ncbi.nlm.nih.gov/pubmed/25192810
461	CHEANNSDVJOIBS-MHZLTWQESA-N	https://doi.org/	10.1021/ml300133f	www.doi.org/10.1021/ml300133f
462	CHEANNSDVJOIBS-MHZLTWQESA-N	https://doi.org/	10.1371/journal.pone.0046300	www.doi.org/10.1371/journal.pone.0046300
463	CHEANNSDVJOIBS-MHZLTWQESA-N	https://pubmed.ncbi.nlm.nih.gov/	24900539	https://pubmed.ncbi.nlm.nih.gov/24900539/
464	CHEANNSDVJOIBS-MHZLTWQESA-N	https://pubmed.ncbi.nlm.nih.gov/	23056280	https://pubmed.ncbi.nlm.nih.gov/23056280/
465	SFMJNHNUOVADRW-UHFFFAOYSA-N	https://doi.org/	10.1021/cb4000629	http://pubs.acs.org/doi/abs/10.1021/cb4000629
466	SFMJNHNUOVADRW-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	23594111	http://www.ncbi.nlm.nih.gov/pubmed/23594111
467	AOZPVMOOEJAZGK-UHFFFAOYSA-N	https://doi.org/	10.1021/cb400430t	http://pubs.acs.org/doi/abs/10.1021/cb400430t
468	AOZPVMOOEJAZGK-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	23899692	http://www.ncbi.nlm.nih.gov/pubmed/23899692
469	UMRRDXVUROEIKJ-JCXBGQGISA-N		http://www.nature.com/nchembio/journal/v12/n3/full/nchembio.2007.html	http://www.nature.com/nchembio/journal/v12/n3/full/nchembio.2007.html
470	UMRRDXVUROEIKJ-JCXBGQGISA-N	https://pubmed.ncbi.nlm.nih.gov/	26807715	http://www.ncbi.nlm.nih.gov/pubmed/26807715
471	QBGKPEROWUKSBK-QPPIDDCLSA-N	https://doi.org/	10.1021/ml4000657	http://pubs.acs.org/doi/abs/10.1021/ml4000657
472	QBGKPEROWUKSBK-QPPIDDCLSA-N		http://clincancerres.aacrjournals.org/content/22/5/1185.long	http://clincancerres.aacrjournals.org/content/22/5/1185.long
473	QBGKPEROWUKSBK-QPPIDDCLSA-N		http://cancerres.aacrjournals.org/content/73/8/2587.full-text.pdf	http://cancerres.aacrjournals.org/content/73/8/2587.full-text.pdf
474	QBGKPEROWUKSBK-QPPIDDCLSA-N	https://pubmed.ncbi.nlm.nih.gov/	24900694	https://www.ncbi.nlm.nih.gov/pubmed/24900694
475	QBGKPEROWUKSBK-QPPIDDCLSA-N	https://pubmed.ncbi.nlm.nih.gov/	26482041	https://www.ncbi.nlm.nih.gov/pubmed/26482041
476	QBGKPEROWUKSBK-QPPIDDCLSA-N	https://pubmed.ncbi.nlm.nih.gov/	23400593	https://www.ncbi.nlm.nih.gov/pubmed/23400593
477	NRSGWEVTVGZDFC-UHFFFAOYSA-N	https://doi.org/	10.1038/sj.bjp.0707484	www.doi.org/10.1038/sj.bjp.0707484
478	NRSGWEVTVGZDFC-UHFFFAOYSA-N	https://doi.org/	10.1002/cmdc.200800211	https://doi.org/10.1002/cmdc.200800211
479	NRSGWEVTVGZDFC-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	17934515	https://pubmed.ncbi.nlm.nih.gov/17934515/
480	NRSGWEVTVGZDFC-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	18973168	https://pubmed.ncbi.nlm.nih.gov/18973168/
481	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://doi.org/	10.1021/acsmedchemlett.6b00198	www.doi.org/10.1021/acsmedchemlett.6b00198
482	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://doi.org/	10.1038/nm.3806	www.doi.org/10.1038/nm.3806
483	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://doi.org/	10.1038/s41589-019-0278-6	www.doi.org/10.1038/s41589-019-0278-6
484	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://doi.org/	10.1038/s41589-019-0277-7	www.doi.org/10.1038/s41589-019-0277-7
485	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27994733	https://pubmed.ncbi.nlm.nih.gov/27994733/
486	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25686105	https://pubmed.ncbi.nlm.nih.gov/25686105/
487	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	31086329	https://pubmed.ncbi.nlm.nih.gov/31086329/
488	HUUSXLKCTQDPGL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	31086327	https://pubmed.ncbi.nlm.nih.gov/31086327/
489	ARBRHWRTXPWZGN-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.2c00552	https://dx.doi.org/10.1021/acs.jmedchem.2c00552
490	PXVFFBGSTYQHRO-REQIQPEASA-N	https://doi.org/	10.1038/s41591-019-0668-z	www.doi.org/10.1038/s41591-019-0668-z
491	PXVFFBGSTYQHRO-REQIQPEASA-N	https://pubmed.ncbi.nlm.nih.gov/	31792461	https://pubmed.ncbi.nlm.nih.gov/31792461/
492	LIMCHOLAKDUZDS-XARBDFOFSA-N	https://doi.org/	10.1039/C8CC09541H	www.doi.org/10.1039/C8CC09541H
493	LIMCHOLAKDUZDS-XARBDFOFSA-N	https://pubmed.ncbi.nlm.nih.gov/	30672516	https://pubmed.ncbi.nlm.nih.gov/30672516/
494	QMGHHBHPDDAGGO-IIWOMYBWSA-N	https://doi.org/	10.1021/acs.jmedchem.7b00635	www.doi.org/10.1021/acs.jmedchem.7b00635
495	QMGHHBHPDDAGGO-IIWOMYBWSA-N	https://pubmed.ncbi.nlm.nih.gov/	28692295	https://pubmed.ncbi.nlm.nih.gov/28692295/
496	KPBNHDGDUADAGP-VAWYXSNFSA-N	https://pubmed.ncbi.nlm.nih.gov/	14612543	https://pubmed.ncbi.nlm.nih.gov/14612543
497	KPBNHDGDUADAGP-VAWYXSNFSA-N	https://doi.org/	10.3390/molecules27062011	https://dx.doi.org/10.3390/molecules27062011
498	JFOAJUGFHDCBJJ-UHFFFAOYSA-N	https://doi.org/	10.1016/j.bmcl.2011.05.122	https://dx.doi.org/10.1016/j.bmcl.2011.05.122
499	FNYGWXSATBUBER-UHFFFAOYSA-N	https://doi.org/	10.1126/science.1236062	www.doi.org/10.1126/science.1236062
500	FNYGWXSATBUBER-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	23558169	http://www.ncbi.nlm.nih.gov/pubmed/23558169
501	WVAKRQOMAINQPU-UHFFFAOYSA-N	https://doi.org/	10.1016/j.bmcl.2010.02.076	https://dx.doi.org/10.1016/j.bmcl.2010.02.076
502	WVAKRQOMAINQPU-UHFFFAOYSA-N	https://doi.org/	10.1016/j.cmet.2009.12.008	https://dx.doi.org/10.1016/j.cmet.2009.12.008
503	NAXSRXHZFIBFMI-UHFFFAOYSA-N	https://doi.org/	10.1021/jm0255116	http://pubs.acs.org/doi/abs/10.1021/jm0255116
504	NAXSRXHZFIBFMI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	11985463	https://www.ncbi.nlm.nih.gov/pubmed/11985463
505	RZXMIHOUHYSGJO-UHFFFAOYSA-N	https://doi.org/	10.1021/jm401768t	http://pubs.acs.org/doi/abs/10.1021/jm401768t
506	RZXMIHOUHYSGJO-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24432870	https://www.ncbi.nlm.nih.gov/pubmed/24432870
507	ZDBWLRLGUBSLPG-FDHYQTMZSA-N	https://doi.org/	10.1021/acs.jmedchem.5b01355	https://dx.doi.org/10.1021/acs.jmedchem.5b01355
508	ZDBWLRLGUBSLPG-FDHYQTMZSA-N	https://doi.org/	10.1038/nchembio.1699	https://dx.doi.org/10.1038/nchembio.1699
509	KSGZCKSNTAJOJS-DZBMUNJRSA-N		http://www.nature.com/nature/journal/v526/n7572/full/nature14904.html	http://www.nature.com/nature/journal/v526/n7572/full/nature14904.html
510	KSGZCKSNTAJOJS-DZBMUNJRSA-N	https://pubmed.ncbi.nlm.nih.gov/	26416749	http://www.ncbi.nlm.nih.gov/pubmed/26416749
511	JLFSBHQQXIAQEC-UHFFFAOYSA-N		http://www.impactjournals.com/oncotarget/index.php?journal=oncotarget&page=article&op=view&path[]=5846&pubmed-linkout=1	http://www.impactjournals.com/oncotarget/index.php?journal=oncotarget&page=article&op=view&path[]=5846&pubmed-linkout=1
512	JLFSBHQQXIAQEC-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	26513298	http://www.ncbi.nlm.nih.gov/pubmed/26513298
513	FWLMVFUGMHIOAA-UHFFFAOYSA-N	https://doi.org/	10.1093/jnci/djt210	https://dx.doi.org/10.1093/jnci/djt210
514	XYFPWWZEPKGCCK-GOSISDBHSA-N		http://www.pnas.org/content/107/29/13075.long	http://www.pnas.org/content/107/29/13075.long
515	XYFPWWZEPKGCCK-GOSISDBHSA-N	https://pubmed.ncbi.nlm.nih.gov/	20615965	https://www.ncbi.nlm.nih.gov/pubmed/20615965
516	LLVZBTWPGQVVLW-SNAWJCMRSA-N		http://cancerres.aacrjournals.org/content/67/20/9887.long	http://cancerres.aacrjournals.org/content/67/20/9887.long
517	LLVZBTWPGQVVLW-SNAWJCMRSA-N	https://pubmed.ncbi.nlm.nih.gov/	17942920	http://www.ncbi.nlm.nih.gov/pubmed/17942920
518	GJFCSAPFHAXMSF-UXBLZVDNSA-N	https://doi.org/	10.1016/j.chembiol.2011.11.010	www.doi.org/10.1016/j.chembiol.2011.11.010
519	GJFCSAPFHAXMSF-UXBLZVDNSA-N	https://pubmed.ncbi.nlm.nih.gov/	22284361	http://www.ncbi.nlm.nih.gov/pubmed/22284361
520	PNYRDVBFYVDJJI-UHFFFAOYSA-N	https://doi.org/	10.1074/jbc.M114.626861	www.doi.org/10.1074/jbc.M114.626861
521	PNYRDVBFYVDJJI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25825497	http://www.ncbi.nlm.nih.gov/pubmed/25825497
522	VUVUVNZRUGEAHB-CYBMUJFWSA-N	https://doi.org/	10.1038/nature10509	www.doi.org/10.1038/nature10509
523	VUVUVNZRUGEAHB-CYBMUJFWSA-N	https://pubmed.ncbi.nlm.nih.gov/	21964340	http://www.ncbi.nlm.nih.gov/pubmed/21964340
524	ALGHKWSXJUQNJJ-UHFFFAOYSA-N	https://doi.org/	10.1021/jm900773n	https://dx.doi.org/10.1021/jm900773n
525	QPTCYEYTAWEZNT-UHFFFAOYSA-N	https://doi.org/	10.1038/s41586-020-2027-0	www.doi.org/10.1038/s41586-020-2027-0
526	QPTCYEYTAWEZNT-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	32040955	https://www.ncbi.nlm.nih.gov/pubmed/32040955
527	HNCVDRFFJZJQRW-UHFFFAOYSA-N	https://doi.org/	10.1038/s41589-020-0592-z	www.doi.org/10.1038/s41589-020-0592-z
528	HNCVDRFFJZJQRW-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	32690945	https://pubmed.ncbi.nlm.nih.gov/32690945/
529	KSERXGMCDHOLSS-LJQANCHMSA-N	https://doi.org/	10.1021/acs.jmedchem.5b00466	https://dx.doi.org/10.1021/acs.jmedchem.5b00466
530	KSERXGMCDHOLSS-LJQANCHMSA-N	https://doi.org/	10.1016/j.jpba.2016.03.036	https://dx.doi.org/10.1016/j.jpba.2016.03.036
531	BIAVGWDGIJKWRM-FQEVSTJZSA-N	https://pubmed.ncbi.nlm.nih.gov/	9190866	https://pubmed.ncbi.nlm.nih.gov/9190866
532	WRCGBYNVBFVRTN-UHFFFAOYSA-N	https://doi.org/	10.1158/1535-7163.MCT-19-0957	https://dx.doi.org/10.1158/1535-7163.MCT-19-0957
533	XNULRSOGWPFPBL-REWPJTCUSA-N	https://doi.org/	10.1021/jm100505n	https://dx.doi.org/10.1021/jm100505n
534	ADZBMFGQQWPHMJ-RHSMWYFYSA-N	https://doi.org/	10.1038/nm.3337	https://dx.doi.org/10.1038/nm.3337
535	ADZBMFGQQWPHMJ-RHSMWYFYSA-N	https://doi.org/	10.4161/onci.26968	https://dx.doi.org/10.4161/onci.26968
536	KYOIGHSNTIJBPW-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27779865	https://www.ncbi.nlm.nih.gov/pubmed/27779865
537	KYOIGHSNTIJBPW-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27077078	https://www.ncbi.nlm.nih.gov/pubmed/27077078
538	ILOIOIGZFHGSMS-UHFFFAOYSA-N	https://doi.org/	10.1021/jm049614v	https://dx.doi.org/10.1021/jm049614v
539	ILOIOIGZFHGSMS-UHFFFAOYSA-N	https://doi.org/	10.1074/jbc.M606646200	https://dx.doi.org/10.1074/jbc.M606646200
540	ILOIOIGZFHGSMS-UHFFFAOYSA-N	https://doi.org/	10.1124/jpet.104.069401	https://dx.doi.org/10.1124/jpet.104.069401
541	FROGGFONBYACJB-KRWDZBQOSA-N	https://doi.org/	10.1021/jm300700v	https://dx.doi.org/10.1021/jm300700v
542	UQZCQKXJAXKZQH-LBPRGKRZSA-N	https://doi.org/	10.1016/j.ccell.2021.06.018	https://dx.doi.org/10.1016/j.ccell.2021.06.018
543	JZCWLJDSIRUGIN-UHFFFAOYSA-N	https://doi.org/	10.1038/cddis.2012.181	https://dx.doi.org/10.1038/cddis.2012.181
544	JZCWLJDSIRUGIN-UHFFFAOYSA-N	https://doi.org/	10.1158/0008-5472.CAN-13-3369	https://dx.doi.org/10.1158/0008-5472.CAN-13-3369
545	LCFFREMLXLZNHE-GBOLQPHISA-N	https://doi.org/	10.1021/acs.jmedchem.1c01170	https://dx.doi.org/10.1021/acs.jmedchem.1c01170
546	FUIYMYNYUHVDPT-HDJSIYSDSA-N	https://doi.org/	10.1021/jm801507v	https://dx.doi.org/10.1021/jm801507v
547	XOPYFXBZMVTEJF-PDACKIITSA-N		http://cancerres.aacrjournals.org/content/58/6/1111.long	http://cancerres.aacrjournals.org/content/58/6/1111.long
548	XOPYFXBZMVTEJF-PDACKIITSA-N		http://www.pnas.org/content/96/8/4256.long	http://www.pnas.org/content/96/8/4256.long
549	XOPYFXBZMVTEJF-PDACKIITSA-N	https://doi.org/	10.1021/bi983023n	http://pubs.acs.org.libproxy.lib.unc.edu/doi/abs/10.1021/bi983023n
550	XOPYFXBZMVTEJF-PDACKIITSA-N		https://link.springer.com/article/10.1007%2Fs002800050957	https://link.springer.com/article/10.1007%2Fs002800050957
551	XOPYFXBZMVTEJF-PDACKIITSA-N	https://doi.org/	10.1021/ja9717828	www.doi.org/10.1021/ja9717828
552	XOPYFXBZMVTEJF-PDACKIITSA-N	https://pubmed.ncbi.nlm.nih.gov/	9515790	https://www.ncbi.nlm.nih.gov/pubmed/9515790
553	XOPYFXBZMVTEJF-PDACKIITSA-N	https://pubmed.ncbi.nlm.nih.gov/	10200249	https://www.ncbi.nlm.nih.gov/pubmed/10200249
554	XOPYFXBZMVTEJF-PDACKIITSA-N	https://pubmed.ncbi.nlm.nih.gov/	10220336	https://www.ncbi.nlm.nih.gov/pubmed/10220336
555	XOPYFXBZMVTEJF-PDACKIITSA-N	https://pubmed.ncbi.nlm.nih.gov/	10412947	https://www.ncbi.nlm.nih.gov/pubmed/10412947
556	GRTDDIZIUSADLD-CRAIPNDOSA-N	https://doi.org/	10.1021/acs.jmedchem.2c00834	https://dx.doi.org/10.1021/acs.jmedchem.2c00834
557	OXQNLLVUVDAEHC-OAQYLSRUSA-N	https://doi.org/	10.1016/j.bmcl.2012.07.060	https://dx.doi.org/10.1016/j.bmcl.2012.07.060
558	PKNYXWMTHFMHKD-UHFFFAOYSA-N	https://doi.org/	10.1016/S0960-894X(01)00188-3	https://dx.doi.org/10.1016/S0960-894X(01)00188-3
559	HRJWSEPIRZRGCL-UHFFFAOYSA-N	https://doi.org/	10.1111/j.1476-5381.2010.00730.x	https://dx.doi.org/10.1111/j.1476-5381.2010.00730.x
560	KBFUQFVFYYBHBT-UHFFFAOYSA-N	https://doi.org/	10.1073/pnas.97.14.8151	https://dx.doi.org/10.1073/pnas.97.14.8151
561	OYUDYQMFVRHPIY-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.1c02110	https://dx.doi.org/10.1021/acs.jmedchem.1c02110
562	USHQRIKZLHNPQR-JTQLQIEISA-N	https://doi.org/	10.1021/acs.jmedchem.1c00343	https://dx.doi.org/10.1021/acs.jmedchem.1c00343
563	PQUGCKBLVKJMNT-UHFFFAOYSA-N	https://doi.org/	10.1073/pnas.95.22.13313	https://dx.doi.org/10.1073/pnas.95.22.13313
564	PQUGCKBLVKJMNT-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	12935431	https://pubmed.ncbi.nlm.nih.gov/12935431
565	WWOOWAHTEXIWBO-QFRSUPTLSA-N	https://doi.org/	10.1021/acsmedchemlett.8b00014	https://dx.doi.org/10.1021/acsmedchemlett.8b00014
566	WULUGQONDYDNKY-UHFFFAOYSA-N	https://doi.org/	10.1021/acsmedchemlett.9b00480	https://dx.doi.org/10.1021/acsmedchemlett.9b00480
567	WULUGQONDYDNKY-UHFFFAOYSA-N	https://doi.org/	10.1158/1535-7163.MCT-19-0789	https://dx.doi.org/10.1158/1535-7163.MCT-19-0789
568	CJAQCMBWGUOBIX-ZUQRMPMESA-M	https://doi.org/	10.1523/JNEUROSCI.4742-12.2013	https://dx.doi.org/10.1523/JNEUROSCI.4742-12.2013
569	YEVOZZZLKJKCCD-UHFFFAOYSA-N	https://doi.org/	10.1021/ml300123a	https://dx.doi.org/10.1021/ml300123a
570	PRNXOFBDXNTIFG-FQEVSTJZSA-N	https://doi.org/	10.18632/oncotarget.18215	https://dx.doi.org/10.18632/oncotarget.18215
571	PRNXOFBDXNTIFG-FQEVSTJZSA-N	https://doi.org/	10.1007/s11095-019-2735-z	https://dx.doi.org/10.1007/s11095-019-2735-z
572	PQOOIERVZAXHBP-UHFFFAOYSA-N	https://doi.org/	10.1038/nchembio.1157	www.doi.org/10.1038/nchembio.1157
573	PQOOIERVZAXHBP-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	23292653	http://www.ncbi.nlm.nih.gov/pubmed/23292653
574	COOGVHJHSCBOQT-MRVPVSSYSA-N	https://doi.org/	10.1021/jm401727m	https://dx.doi.org/10.1021/jm401727m
575	DLNFTRSEHUWEGO-HUUCEWRRSA-N		https://pubmed.ncbi.nlm.nih.gov/not yet available	https://pubmed.ncbi.nlm.nih.gov/not yet available
576	LIIWIMDSZVNYHY-UHFFFAOYSA-N		http://www.nature.com/npp/journal/v39/n2/full/npp2013207a.html	http://www.nature.com/npp/journal/v39/n2/full/npp2013207a.html
577	LIIWIMDSZVNYHY-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	23954848	https://www.ncbi.nlm.nih.gov/pubmed/23954848
578	PDMXSCCBEBCTGX-UHFFFAOYSA-N	https://doi.org/	10.1016/j.bmc.2017.02.045	https://dx.doi.org/10.1016/j.bmc.2017.02.045
579	QBIGUDRHHJTXKG-UUWRZZSWSA-N	https://doi.org/	10.1038/s41598-021-90497-9	https://dx.doi.org/10.1038/s41598-021-90497-9
580	JYTISQGEFSHUIR-UHFFFAOYSA-N	https://doi.org/	10.1016/j.bmcl.2021.128208	https://dx.doi.org/10.1016/j.bmcl.2021.128208
581	GRXCLNMCJWKTAT-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.5b01008	https://dx.doi.org/10.1021/acs.jmedchem.5b01008
582	VGRLXWFIXGZRMS-UHFFFAOYSA-N		https://pubmed.ncbi.nlm.nih.gov/not yet published	https://pubmed.ncbi.nlm.nih.gov/not yet published
583	PGKXDIMONUAMFR-AREMUKBSSA-N	https://doi.org/	10.1016/0024-3205(92)90352-p	https://dx.doi.org/10.1016/0024-3205(92)90352-p
584	PWKAYICUBVNJAZ-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.0c01712	https://dx.doi.org/10.1021/acs.jmedchem.0c01712
585	MSTXJJGAXXJCBY-UHFFFAOYSA-N	https://doi.org/	10.1021/jm100814g	https://dx.doi.org/10.1021/jm100814g
586	VHSVKVWHYFBIFJ-HKZYLEAXSA-N	https://doi.org/	10.1038/nchembio775	https://dx.doi.org/10.1038/nchembio775
587	IVDUVEGCMXCMSO-FQEVSTJZSA-N	https://doi.org/	10.1038/nchembio.1427	https://dx.doi.org/10.1038/nchembio.1427
588	WOAOENGFAAUUGT-UHFFFAOYSA-N	https://doi.org/	10.1038/s41589-019-0310-x	https://dx.doi.org/10.1038/s41589-019-0310-x
589	HRJWTAWVFDCTGO-UHFFFAOYSA-N	https://doi.org/	10.1021/jm049768a	https://dx.doi.org/10.1021/jm049768a
590	HRJWTAWVFDCTGO-UHFFFAOYSA-N	https://doi.org/	10.1124/dmd.112.048488	https://dx.doi.org/10.1124/dmd.112.048488
591	BZZKEPGENYLQSC-FIBGUPNXSA-N	https://doi.org/	10.1021/acs.jmedchem.9b00444	https://dx.doi.org/10.1021/acs.jmedchem.9b00444
592	XUKUURHRXDUEBC-KAYWLYCHSA-N	https://doi.org/	10.1021/jm800001n	https://doi.org/10.1021/jm800001n
593	XUKUURHRXDUEBC-KAYWLYCHSA-N	https://doi.org/	10.1124/dmd.113.054783	https://doi.org/10.1124/dmd.113.054783
594	XUKUURHRXDUEBC-KAYWLYCHSA-N	https://pubmed.ncbi.nlm.nih.gov/	18412317	https://pubmed.ncbi.nlm.nih.gov/18412317/
595	XUKUURHRXDUEBC-KAYWLYCHSA-N	https://pubmed.ncbi.nlm.nih.gov/	24194513	https://pubmed.ncbi.nlm.nih.gov/24194513/
596	WDHOIABIERMLGY-CMJOXMDJSA-N	https://doi.org/	10.1021/acs.jmedchem.0c01163	https://doi.org/10.1021/acs.jmedchem.0c01163
597	WDHOIABIERMLGY-CMJOXMDJSA-N	https://pubmed.ncbi.nlm.nih.gov/	32910656	https://pubmed.ncbi.nlm.nih.gov/32910656/
598	YTINZZFBHWSAGL-NDEPHWFRSA-N	https://doi.org/	10.1021/acs.jmedchem.9b01928	https://dx.doi.org/10.1021/acs.jmedchem.9b01928
599	VNCIWNGCMAKKEO-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.2c01106	https://dx.doi.org/10.1021/acs.jmedchem.2c01106
